"time","L","R","T","out","pidL","pidR","sentL","sentR","pos","lost","deep","junc","jc","yw","u","sm","rd","sg","ar","rdir","s2","lt","rs","bv","el","er","S"
"05:52:04.661","0","50","28","114","76","151","1406","1031","20","0","0","0","0","2","0","0","0","0","255","1","0","0","0","109","0","289","4095,0,0,0,4095,4095,4095"
"05:52:04.961","0","43","28","124","154","93","1555","973","30","0","0","0","0","3","0","0","0","0","255","1","0","0","0","109","0","302","4095,4095,0,0,1365,4095,4095"
"05:52:05.261","0","46","28","122","122","122","1594","1002","30","0","0","0","0","3","0","0","0","0","255","1","0","0","0","108","0","316","4095,4095,0,0,0,4095,4095"
"05:52:05.561","0","43","28","129","147","112","1690","992","35","0","0","0","0","3","0","0","0","0","255","1","0","0","0","109","0","329","4095,4095,4095,0,0,4095,4095"
"05:52:05.861","0","43","28","132","150","115","1764","995","35","0","0","0","0","3","0","0","0","0","255","1","0","0","0","110","0","342","4095,4095,4095,0,0,4095,4095"
"05:52:06.161","0","46","28","133","151","116","1821","996","35","0","0","0","0","3","0","0","0","0","255","1","0","0","0","109","0","356","4095,4095,4095,0,0,4095,4095"
"05:52:06.462","0","43","28","140","215","90","1885","970","45","0","0","0","0","3","0","0","0","0","255","1","0","0","0","109","0","369","4095,4095,4095,4095,0,0,4095"
"05:52:06.761","0","43","28","143","218","93","1888","973","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","109","0","381","4095,4095,4095,4095,0,0,4095"
"05:52:07.061","0","40","28","150","225","100","1895","980","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","109","0","394","4095,4095,4095,4095,0,0,4095"
"05:52:07.362","0","46","28","148","223","98","1893","978","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","109","0","408","4095,4095,4095,4095,0,0,4095"
"05:52:07.663","0","43","28","156","231","106","1901","986","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","109","0","421","4095,4095,4095,4095,0,0,4095"
"05:52:07.961","0","43","28","159","234","109","1904","989","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","109","0","434","4095,4095,4095,4095,0,0,4095"
"05:52:08.261","0","46","28","159","235","109","1905","989","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","109","0","447","4095,4095,4095,4095,0,0,4095"
"05:52:08.561","0","43","28","167","242","117","1912","997","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","110","0","461","4095,4095,4095,4095,0,0,4095"
"05:52:08.861","0","43","28","169","244","119","1914","999","45","0","0","0","0","4","0","0","0","0","255","1","0","0","0","108","0","474","4095,4095,4095,4095,0,0,4095"
"05:52:09.161","0","46","28","170","245","120","1915","1000","45","0","0","0","0","3","0","0","0","0","255","1","0","0","0","109","0","488","4095,4095,4095,4095,0,0,4095"
"05:52:09.461","0","43","28","177","195","160","1865","1040","35","0","0","0","0","2","0","0","0","0","255","1","0","0","0","109","0","502","4095,4095,4095,0,0,4095,4095"
"05:52:09.762","0","50","28","173","191","156","1861","1036","35","0","0","0","0","2","0","0","0","0","255","1","0","0","0","110","0","517","4095,4095,4095,0,0,4095,4095"
"05:52:10.062","0","46","28","181","199","164","1869","1044","35","0","0","0","0","1","0","0","0","0","255","1","0","0","0","109","0","531","4095,4095,4095,0,0,4095,4095"
"05:52:10.361","0","49","28","180","163","198","1833","1078","25","0","0","0","0","1","0","0","0","0","255","1","0","0","0","109","0","546","4095,4095,0,0,4095,4095,4095"
"05:52:10.661","0","53","28","179","162","197","1832","1077","25","0","0","0","0","1","0","0","0","0","255","1","0","0","0","109","0","561","4095,4095,0,0,4095,4095,4095"
"05:52:10.961","0","50","28","185","147","222","1817","1102","20","0","0","0","0","0","0","0","0","0","255","1","0","0","0","109","0","577","4095,0,0,0,4095,4095,4095"
"05:52:11.261","0","50","28","185","135","260","1805","1140","15","0","0","0","0","0","0","0","0","0","255","1","0","0","0","109","0","593","4095,0,0,4095,4095,4095,4095"
"05:52:11.562","0","56","28","181","20","363","890","1163","10","0","1","0","0","0","0","0","0","0","255","1","0","0","0","109","0","609","4095,0,4095,4095,4095,4095,4095"
"05:52:11.861","0","56","28","183","39","327","909","1127","10","0","1","0","0","0","0","0","0","0","255","1","0","0","0","109","0","626","4095,0,4095,4095,4095,4095,4095"
"05:52:12.162","0","53","28","186","20","399","890","1199","5","0","1","0","0","0","0","0","0","0","255","1","0","0","0","109","0","644","0,0,4095,4095,4095,4095,4095"
"05:52:12.461","0","60","28","179","20","392","890","1192","5","0","1","0","0","-1","0","0","0","0","255","1","0","0","0","109","0","661","0,0,4095,4095,4095,4095,4095"
"05:52:12.761","0","60","28","180","20","393","890","1193","5","0","1","0","0","-2","0","0","0","0","255","1","0","0","0","109","0","680","0,0,4095,4095,4095,4095,4095"
"05:52:13.061","0","56","28","183","20","396","890","1196","5","0","1","0","0","-2","0","0","0","0","255","1","0","0","0","109","0","694","0,0,4095,4095,4095,4095,4095"
"05:52:13.362","0","53","28","185","20","397","890","1197","5","0","1","0","0","-3","0","0","0","0","255","1","0","0","0","108","0","713","0,0,4095,4095,4095,4095,4095"
"05:52:13.661","0","60","28","178","20","390","890","1190","5","0","1","0","0","-4","0","0","0","0","255","1","0","0","0","110","0","730","0,0,4095,4095,4095,4095,4095"
"05:52:13.961","0","60","0","0","0","0","0","0","5","0","0","0","0","-4","0","0","0","0","255","1","0","0","0","109","0","742","0,0,4095,4095,4095,4095,4095"
"05:52:14.262","0","13","0","0","0","0","0","0","5","0","0","0","0","-6","0","0","0","0","255","1","0","0","0","110","0","742","0,0,4095,4095,4095,4095,4095"
"05:52:14.553","0","0","0","0","0","0","0","0","10","0","0","0","0","-5","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:14.860","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","255","1","0","0","0","110","0","742","0,0,0,0,0,0,0"
"05:52:15.153","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:15.452","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:15.753","0","0","0","0","0","0","0","0","10","0","0","0","0","-1","0","0","0","0","255","1","0","0","0","110","0","742","0,0,0,0,0,0,0"
"05:52:16.053","0","0","0","0","0","0","0","0","10","0","0","0","0","-3","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:16.353","0","0","0","0","0","0","0","0","10","0","0","0","0","-3","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:16.653","0","0","0","0","0","0","0","0","10","0","0","0","0","-4","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:16.953","0","0","0","0","0","0","0","0","10","0","0","0","0","-4","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:17.253","0","0","0","0","0","0","0","0","10","0","0","0","0","-4","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:17.553","0","0","0","0","0","0","0","0","10","0","0","0","0","-3","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:17.860","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:18.152","0","0","0","0","0","0","0","0","10","0","0","0","0","-2","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:18.453","0","0","0","0","0","0","0","0","10","0","0","0","0","-3","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:18.760","0","0","0","0","0","0","0","0","10","0","0","0","0","-3","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:19.059","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","255","1","0","0","0","108","0","742","0,0,0,0,0,0,0"
"05:52:19.353","0","0","0","0","0","0","0","0","10","0","0","0","0","4","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:19.653","0","0","0","0","0","0","0","0","10","0","0","0","0","10","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:19.953","0","0","0","0","0","0","0","0","10","0","0","0","0","11","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:20.253","0","0","0","0","0","0","0","0","10","0","0","0","0","13","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:20.558","0","0","0","0","0","0","0","0","10","0","0","0","0","-5","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:20.853","0","0","0","0","0","0","0","0","10","0","0","0","0","-7","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:21.153","0","0","0","0","0","0","0","0","10","0","0","0","0","-9","0","0","0","0","255","1","0","0","0","108","0","742","0,0,0,0,0,0,0"
"05:52:21.453","0","0","0","0","0","0","0","0","10","0","0","0","0","-9","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:21.754","0","0","0","0","0","0","0","0","10","0","0","0","0","-9","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:22.059","0","0","0","0","0","0","0","0","10","0","0","0","0","-9","0","0","0","0","255","1","0","0","0","110","0","742","0,0,0,0,0,0,0"
"05:52:22.360","0","0","0","0","0","0","0","0","10","0","0","0","0","-9","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:22.653","0","0","0","0","0","0","0","0","10","0","0","0","0","-10","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:22.953","0","0","0","0","0","0","0","0","10","0","0","0","0","-10","0","0","0","0","255","1","0","0","0","108","0","742","0,0,0,0,0,0,0"
"05:52:23.255","0","0","0","0","0","0","0","0","10","0","0","0","0","-10","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:23.553","0","0","0","0","0","0","0","0","10","0","0","0","0","-7","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:23.853","0","0","0","0","0","0","0","0","10","0","0","0","0","-9","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:24.155","0","0","0","0","0","0","0","0","10","0","0","0","0","-10","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:24.453","0","0","0","0","0","0","0","0","10","0","0","0","0","-8","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:24.755","0","0","0","0","0","0","0","0","10","0","0","0","0","-8","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:25.054","0","0","0","0","0","0","0","0","10","0","0","0","0","-9","0","0","0","0","255","1","0","0","0","108","0","742","0,0,0,0,0,0,0"
"05:52:25.356","0","0","0","0","0","0","0","0","10","0","0","0","0","-10","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:25.653","0","0","0","0","0","0","0","0","10","0","0","0","0","-11","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:25.953","0","0","0","0","0","0","0","0","10","0","0","0","0","-11","0","0","0","0","255","1","0","0","0","110","0","742","0,0,0,0,0,0,0"
"05:52:26.259","0","0","0","0","0","0","0","0","10","0","0","0","0","-11","0","0","0","0","255","1","0","0","0","110","0","742","0,0,0,0,0,0,0"
"05:52:26.554","0","0","0","0","0","0","0","0","10","0","0","0","0","-12","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:26.854","0","0","0","0","0","0","0","0","10","0","0","0","0","-12","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:27.153","0","0","0","0","0","0","0","0","10","0","0","0","0","-13","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:27.453","0","0","0","0","0","0","0","0","10","0","0","0","0","-14","0","0","0","0","255","1","0","0","0","108","0","742","0,0,0,0,0,0,0"
"05:52:27.755","0","0","0","0","0","0","0","0","10","0","0","0","0","-14","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:28.053","0","0","0","0","0","0","0","0","10","0","0","0","0","-15","0","0","0","0","255","1","0","0","0","108","0","742","0,0,0,0,0,0,0"
"05:52:28.356","0","0","0","0","0","0","0","0","10","0","0","0","0","-17","0","0","0","0","255","1","0","0","0","108","0","742","0,0,0,0,0,0,0"
"05:52:28.658","0","0","0","0","0","0","0","0","10","0","0","0","0","-20","0","0","0","0","255","1","0","0","0","109","0","742","0,0,0,0,0,0,0"
"05:52:28.953","0","0","0","0","0","0","0","0","10","0","0","1","0","-22","0","0","0","0","255","1","0","0","0","69","0","742","0,0,0,0,0,0,4095"
"05:52:29.253","0","0","0","0","0","0","0","0","10","0","0","1","0","-23","0","0","0","0","255","1","0","0","0","67","0","742","0,0,0,0,0,0,4095"
"05:52:29.554","-3","0","0","0","0","0","0","0","25","0","0","1","0","-22","0","0","0","0","255","1","0","0","0","65","-1","742","0,0,0,0,0,0,4095"
"05:52:29.853","0","0","0","0","0","0","0","0","25","0","0","1","0","-27","0","0","0","0","255","1","0","0","0","66","-1","742","0,0,0,0,0,0,4095"
"05:52:30.153","3","0","0","0","0","0","0","0","25","0","0","1","0","-25","0","0","0","0","255","1","0","0","0","65","0","742","0,0,0,0,0,0,4095"
"05:52:30.453","0","0","0","0","0","0","0","0","15","0","0","0","0","-24","0","0","0","0","255","1","0","0","0","63","0","742","0,0,0,0,4095,4095,4095"
"05:52:30.761","0","0","0","0","0","0","0","0","10","0","0","0","0","-24","0","0","0","0","255","1","0","0","0","61","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:31.061","0","0","0","0","0","0","0","0","10","0","0","0","0","-24","0","0","0","0","255","1","0","0","0","60","0","742","4095,2730,4095,4095,4095,4095,4095"
"05:52:31.361","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","58","0","742","4095,1365,4095,4095,4095,4095,4095"
"05:52:31.661","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","60","0","742","4095,4095,4095,4095,4095,4095,4095"
"05:52:31.960","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","58","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:32.253","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","61","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:32.553","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","59","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:32.855","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","61","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:33.153","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","56","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:33.453","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","63","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:33.755","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","57","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:34.053","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","58","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:34.362","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","55","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:34.660","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","61","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:34.955","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","57","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:35.260","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","60","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:35.853","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","56","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:36.153","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","54","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:36.453","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","54","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:36.754","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","58","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:37.053","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","52","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:37.353","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","57","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:37.660","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","57","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:37.953","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","57","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:38.255","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","56","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:38.553","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","57","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:38.861","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","54","0","742","4095,0,4095,4095,4095,4095,4095"
"05:52:39.160","0","0","0","0","0","0","0","0","10","0","0","0","0","-27","0","0","0","0","255","1","0","0","0","53","0","742","4095,0,4095,4095,4095,4095,4095"
